time,email,name,company,job_title,linkedin_url,website,bio,class,country,city,school,education_program,status,accessibility
2026-03-19 22:54:32,adam185@example.com,Adam Williams,,Nurse,https://linkedin.com/in/adam-williams-185,,Driven professional with expertise in educational technology. Currently nurse at a leading organization.,V6B,Verenigde Staten,Eindhoven,Vrije University Amsterdam,Economie & Business,Afgestudeert vwo/havo,Yes
2025-05-16 19:59:54,dylan186@example.com,Dylan Jacobs,Cloudflare,,,,,V6A,Duitsland,Twente,Vrije University Amsterdam,Talen & Cultuur,Afgestudeert vwo/havo,No
2026-10-26 02:17:46,tess187@example.com,Tess Bos,KLM,Intern,,,"Ambitious intern focused on optimizing business processes. Former student at Leiden University, now making an impact at KLM.",V6A,Verenigde Staten,Den Haag,Leiden University,Computer Science,bezig met bachelors,Yes
2025-11-17 03:08:01,boazd188@example.com,Boaz De Vries,Grontmij,,,,Innovative thinker and professional with a track record in software development. Alumni of Leiden University.,V6B,Duitsland,Twente,Leiden University,Rechten,bezig met bachelors,No
2026-11-09 19:09:00,lynn189@example.com,Lynn Thompson,Deloitte,Network Engineer,,,,V6B,Duitsland,Delft,Erasmus University Rotterdam,Rechten,bezig met masters,Yes
2025-09-05 21:30:49,maryam.dejong190@example.com,Maryam De Jong,Royal HaskoningDHV,Investment Banker,https://linkedin.com/in/maryam-de-jong-190,,,V6C,Frankrijk,Den Haag,Leiden University,Computer Science,bezig met masters,Yes
2024-12-10 09:58:51,noral191@example.com,Nora Lopez,Datadog,Architect,,,,V6A,Duitsland,Amsterdam,Erasmus University Rotterdam,Gezondheidszorg & Geneeskunde,Afgestudeert vwo/havo,No
2025-06-10 10:26:19,tess192@example.com,Tess Anderson,EY,,https://linkedin.com/in/tess-anderson-192,,,V6A,Engeland,Den Haag,Vrije University Amsterdam,Economie & Business,bezig met masters,No
2024-10-22 14:50:08,zoed193@example.com,Zoe De Jong,Snowflake,Physical Therapist,,,Innovative thinker and physical therapist with a track record in renewable energy. Alumni of University of Twente.,V6C,Verenigde Staten,Delft,University of Twente,Economie & Business,Afgestudeert vwo/havo,No
2025-09-01 09:08:43,jackson.w194@example.com,William Jackson,Airbnb,Business Development,https://linkedin.com/in/william-jackson-194,https://williamjackson194.com,Driven professional with expertise in sustainable engineering. Currently business development at Airbnb.,V6A,Duitsland,Amsterdam,Leiden University,Bèta & Techniek,Afgestudeert vwo/havo,Yes
2024-03-14 04:15:28,charlotte195@example.com,Charlotte Van der Pol,Heineken,Social Media Manager,https://linkedin.com/in/charlotte-van-der-pol-195,,,V6C,Duitsland,Twente,University of Twente,Rechten,bezig met bachelors,No
2025-01-19 15:01:23,yarav196@example.com,Yara Van den Berg,KPMG,Product Manager,https://linkedin.com/in/yara-van-den-berg-196,,,V6B,Nederland,Twente,University of Twente,Gezondheidszorg & Geneeskunde,bezig met masters,Yes
2025-09-30 03:14:34,vanderspoel.f197@example.com,Fenna Van der Spoel,Ballast Nedam,Aerospace Engineer,https://linkedin.com/in/fenna-van-der-spoel-197,,,V6A,Duitsland,Twente,University of Twente,Economie & Business,bezig met masters,No
2022-07-12 18:21:40,charlotte.garcia198@example.com,Charlotte Garcia,Deloitte,,https://linkedin.com/in/charlotte-garcia-198,,,V6C,Verenigde Staten,Delft,University of Twente,Talen & Cultuur,bezig met bachelors,Yes
2025-06-27 09:13:48,emma.devries199@example.com,Emma De Vries,,,,https://emmadevries199.com,Alumni from University of Twente specializing in Computer Science. Working as professional with a passion for improving user experience.,V6A,Frankrijk,Amsterdam,University of Twente,Computer Science,Afgestudeert vwo/havo,No
2024-06-18 23:47:41,benjamin.hendriks200@example.com,Benjamin Hendriks,,Machine Learning Engineer,https://linkedin.com/in/benjamin-hendriks-200,https://benjaminhendriks200.com,Alumni from University of Twente specializing in Computer Science. Working as machine learning engineer with a passion for automating workflows.,V6A,Nederland,Den Haag,University of Twente,Computer Science,Afgestudeert vwo/havo,No
2026-11-24 21:54:39,vanleeuwen.l201@example.com,Liv Van Leeuwen,Snowflake,Logistics Coordinator,,,,V6B,Verenigde Staten,Amsterdam,Erasmus University Rotterdam,Computer Science,bezig met masters,Yes
2024-01-25 14:20:05,thomas.f202@example.com,Fenna Thomas,,Physical Therapist,https://linkedin.com/in/fenna-thomas-202,,,V6C,Nederland,Den Haag,Eindhoven University of Technology,Talen & Cultuur,Afgestudeert vwo/havo,No
2024-09-19 15:31:53,rubend203@example.com,Ruben De Vries,,Network Engineer,https://linkedin.com/in/ruben-de-vries-203,,"Experienced network engineer dedicated to optimizing business processes. Alumni of University of Twente, class of 2024.",V6C,Nederland,Twente,University of Twente,Computer Science,Afgestudeert vwo/havo,No
2024-04-01 06:21:31,smith.j204@example.com,Jens Smith,,Entrepreneur,https://linkedin.com/in/jens-smith-204,,,V6B,Nederland,Eindhoven,Erasmus University Rotterdam,Bèta & Techniek,bezig met masters,No
2026-11-04 11:57:18,wilson.g205@example.com,Gijs Wilson,Startup,Electrical Engineer,,,Innovative thinker and electrical engineer with a track record in artificial intelligence. Alumni of Eindhoven University of Technology.,V6A,Nederland,Twente,Eindhoven University of Technology,Economie & Business,bezig met masters,Yes
2023-10-22 21:22:29,hana206@example.com,Hana Van der Zwan,KLM,,,,Passionate professional with a strong background in digital transformation. Currently working at KLM where I focus on empowering teams.,V6C,Frankrijk,Twente,University of Twente,Computer Science,bezig met bachelors,No
2023-11-27 23:01:38,tygo207@example.com,Tygo Miller,Heineken,,https://linkedin.com/in/tygo-miller-207,,,V6C,Engeland,Amsterdam,Leiden University,Bèta & Techniek,Afgestudeert vwo/havo,Yes
2025-01-19 20:43:12,hugo208@example.com,Hugo Van der Veen,Shopify,,,,Creative problem-solver working as professional at Shopify. Graduated from Vrije University Amsterdam in 2025.,V6B,Engeland,Eindhoven,Vrije University Amsterdam,Rechten,bezig met bachelors,Yes
2026-04-25 05:53:46,omara209@example.com,Omar Anderson,KPMG,Postdoc Researcher,https://linkedin.com/in/omar-anderson-209,,"Experienced postdoc researcher dedicated to empowering teams. Alumni of University of Twente, class of 2026.",V6B,Engeland,Eindhoven,University of Twente,Rechten,bezig met bachelors,No
2026-10-23 10:56:13,fatima210@example.com,Fatima Hernandez,,Professor,https://linkedin.com/in/fatima-hernandez-210,,,V6C,Duitsland,Den Haag,University of Twente,Computer Science,Afgestudeert vwo/havo,No
2024-11-01 01:41:26,anderson.s211@example.com,Sanne Anderson,,Trader,,,,V6A,Engeland,Den Haag,Delft University of Technology,Computer Science,Afgestudeert vwo/havo,Yes
2026-08-06 23:25:14,jesses212@example.com,Jesse Smits,,Social Media Manager,https://linkedin.com/in/jesse-smits-212,,,V6B,Engeland,Amsterdam,Vrije University Amsterdam,Computer Science,bezig met masters,Yes
2026-08-01 06:49:20,demi.maas213@example.com,Demi Maas,,Machine Learning Engineer,,https://demimaas213.com,Driven professional with expertise in sustainable engineering. Currently machine learning engineer at a leading organization.,V6C,Duitsland,Den Haag,Vrije University Amsterdam,Talen & Cultuur,Afgestudeert vwo/havo,No
2022-07-01 02:31:23,levid214@example.com,Levi De Boer,,,https://linkedin.com/in/levi-de-boer-214,https://levideboer214.com,"Experienced professional dedicated to automating workflows. Alumni of Erasmus University Rotterdam, class of 2022.",V6B,Frankrijk,Delft,Erasmus University Rotterdam,Rechten,bezig met masters,No
2022-03-27 21:42:55,boaz215@example.com,Boaz Smit,,Machine Learning Engineer,https://linkedin.com/in/boaz-smit-215,,,V6C,Nederland,Eindhoven,Erasmus University Rotterdam,Talen & Cultuur,bezig met masters,No
2026-09-23 01:50:23,groen.s216@example.com,Sara Groen,,,,https://saragroen216.com,Creative problem-solver working as professional at a leading organization. Graduated from Erasmus University Rotterdam in 2026.,V6C,Duitsland,Twente,Erasmus University Rotterdam,Computer Science,bezig met masters,Yes
2025-02-07 06:22:43,iris.maas217@example.com,Iris Maas,,,https://linkedin.com/in/iris-maas-217,,,V6B,Engeland,Amsterdam,Leiden University,Computer Science,Afgestudeert vwo/havo,No
2026-03-01 17:05:47,gabriel.rodriguez218@example.com,Gabriel Rodriguez,Ahold Delhaize,Paralegal,,,,V6A,Verenigde Staten,Eindhoven,University of Twente,Computer Science,bezig met bachelors,Yes
2024-01-07 13:26:06,rosa.verbeek219@example.com,Rosa Verbeek,KLM,Interpreter,https://linkedin.com/in/rosa-verbeek-219,,,V6A,Duitsland,Twente,Eindhoven University of Technology,Talen & Cultuur,bezig met masters,No
2025-04-20 07:55:57,sofia.rodriguez220@example.com,Sofia Rodriguez,Adyen,,https://linkedin.com/in/sofia-rodriguez-220,,"Ambitious professional focused on building scalable systems. Former student at Delft University of Technology, now making an impact at Adyen.",V6A,Duitsland,Eindhoven,Delft University of Technology,Gezondheidszorg & Geneeskunde,bezig met masters,No
2026-01-05 07:55:38,casv221@example.com,Cas Verhoeven,Uber,,,,Detail-oriented professional with a background in Computer Science. Currently professional at Uber.,V6C,Verenigde Staten,Delft,University of Twente,Computer Science,bezig met masters,No
2023-03-12 10:22:44,wilson.e222@example.com,Emma Wilson,Bosch,Database Administrator,https://linkedin.com/in/emma-wilson-222,,Innovative thinker and database administrator with a track record in blockchain technology. Alumni of Erasmus University Rotterdam.,V6C,Verenigde Staten,Den Haag,Erasmus University Rotterdam,Rechten,bezig met masters,No
2024-01-28 02:39:57,youssef.hernandez223@example.com,Youssef Hernandez,Adyen,Professor,,,Results-oriented professor with 4 years of experience in educational technology. Based in Den Haag.,V6B,Duitsland,Den Haag,University of Twente,Computer Science,Afgestudeert vwo/havo,Yes
2024-05-19 14:39:08,guusv224@example.com,Guus Van der Meer,Apple,,,,,V6B,Verenigde Staten,Den Haag,University of Twente,Computer Science,bezig met masters,No
2024-12-10 05:14:55,verbeek.c225@example.com,Clara Verbeek,Amazon,,https://linkedin.com/in/clara-verbeek-225,https://claraverbeek225.com,,V6C,Frankrijk,Amsterdam,Leiden University,Rechten,bezig met masters,Yes
2023-07-14 14:48:23,anderson.c226@example.com,Casper Anderson,,DevOps Engineer,https://linkedin.com/in/casper-anderson-226,,Creative problem-solver working as devops engineer at a leading organization. Graduated from Leiden University in 2023.,V6C,Engeland,Den Haag,Leiden University,Talen & Cultuur,Afgestudeert vwo/havo,No
2023-04-13 15:59:12,alik227@example.com,Ali Koning,,Nurse,https://linkedin.com/in/ali-koning-227,,,V6C,Verenigde Staten,Twente,Leiden University,Economie & Business,Afgestudeert vwo/havo,No
2024-05-27 00:02:53,ava228@example.com,Ava Van Wijk,Snowflake,,https://linkedin.com/in/ava-van-wijk-228,,,V6A,Frankrijk,Delft,University of Twente,Gezondheidszorg & Geneeskunde,bezig met masters,Yes
2023-07-19 19:52:20,hana229@example.com,Hana De Boer,Arcadis,Systems Administrator,,,Driven professional with expertise in financial modeling. Currently systems administrator at Arcadis.,V6B,Frankrijk,Amsterdam,Vrije University Amsterdam,Rechten,bezig met bachelors,Yes
2022-01-17 18:08:03,dylan.moore230@example.com,Dylan Moore,Shopify,,,,,V6B,Engeland,Den Haag,Vrije University Amsterdam,Rechten,bezig met masters,No
2026-10-10 17:12:44,maudv231@example.com,Maud Verhoeven,Heineken,,https://linkedin.com/in/maud-verhoeven-231,,Alumni from Vrije University Amsterdam specializing in Bèta & Techniek. Working as professional with a passion for pioneering new research.,V6A,Frankrijk,Twente,Vrije University Amsterdam,Bèta & Techniek,bezig met masters,Yes
2026-08-20 16:05:38,smith.n232@example.com,Naomi Smith,Stripe,Graduate Trainee,,,Driven professional with expertise in supply chain optimization. Currently graduate trainee at Stripe.,V6C,Frankrijk,Delft,Erasmus University Rotterdam,Computer Science,bezig met masters,No
2025-02-20 14:45:10,charlottev233@example.com,Charlotte Van den Berg,Scale-up,Aerospace Engineer,https://linkedin.com/in/charlotte-van-den-berg-233,,Detail-oriented professional with a background in Bèta & Techniek. Currently aerospace engineer at Scale-up.,V6C,Frankrijk,Amsterdam,Vrije University Amsterdam,Bèta & Techniek,Afgestudeert vwo/havo,Yes
2024-04-08 20:16:47,floris234@example.com,Floris Van der Mark,,Trader,https://linkedin.com/in/floris-van-der-mark-234,,Driven professional with expertise in sustainable engineering. Currently trader at a leading organization.,V6B,Duitsland,Eindhoven,University of Twente,Computer Science,bezig met masters,Yes
2025-04-09 12:01:42,milan.vanderveen235@example.com,Milan Van der Veen,ASML,Electrical Engineer,https://linkedin.com/in/milan-van-der-veen-235,,,V6A,Duitsland,Twente,Leiden University,Economie & Business,Afgestudeert vwo/havo,No
2026-08-13 08:05:56,oscar236@example.com,Oscar Mol,Uber,,https://linkedin.com/in/oscar-mol-236,,,V6B,Verenigde Staten,Delft,Vrije University Amsterdam,Bèta & Techniek,bezig met bachelors,No
2023-09-04 22:47:58,davidh237@example.com,David Hoekstra,,Journalist,https://linkedin.com/in/david-hoekstra-237,,,V6A,Nederland,Den Haag,Vrije University Amsterdam,Talen & Cultuur,bezig met bachelors,Yes
2026-08-21 00:50:52,vanderlinden.m238@example.com,Mia Van der Linden,,HR Specialist,https://linkedin.com/in/mia-van-der-linden-238,,,V6C,Nederland,Twente,Eindhoven University of Technology,Bèta & Techniek,bezig met masters,No
2025-09-19 18:21:45,hendriks.m239@example.com,Maya Hendriks,Vopak,,,,,V6A,Nederland,Eindhoven,Vrije University Amsterdam,Bèta & Techniek,bezig met masters,Yes
2026-08-02 10:34:29,sem.white240@example.com,Sem White,,Graphic Designer,,,,V6B,Engeland,Eindhoven,Erasmus University Rotterdam,Bèta & Techniek,Afgestudeert vwo/havo,Yes
2025-05-13 00:42:42,lynn241@example.com,Lynn Anderson,Brekke,Teacher,https://linkedin.com/in/lynn-anderson-241,,,V6A,Duitsland,Den Haag,Eindhoven University of Technology,Bèta & Techniek,Afgestudeert vwo/havo,Yes
2024-11-02 06:48:24,vanderspoel.o242@example.com,Omar Van der Spoel,Heijmans,,,,,V6B,Frankrijk,Amsterdam,Eindhoven University of Technology,Economie & Business,bezig met bachelors,Yes
2023-08-11 19:23:21,lisa.miller243@example.com,Lisa Miller,Strukton,Consultant,https://linkedin.com/in/lisa-miller-243,,,V6B,Nederland,Eindhoven,Erasmus University Rotterdam,Talen & Cultuur,bezig met bachelors,No
2026-09-20 11:01:31,vanderveen.e244@example.com,Elena Van der Veen,VolkerWessels,,,,"Ambitious professional focused on improving user experience. Former student at Leiden University, now making an impact at VolkerWessels.",V6A,Verenigde Staten,Eindhoven,Leiden University,Rechten,Afgestudeert vwo/havo,Yes
2025-06-02 21:42:27,sanne245@example.com,Sanne Van Driel,Brekke,CTO,https://linkedin.com/in/sanne-van-driel-245,,,V6C,Verenigde Staten,Amsterdam,Vrije University Amsterdam,Talen & Cultuur,bezig met bachelors,Yes
2024-08-26 02:21:26,miller.f246@example.com,Fatima Miller,Philips,Lawyer,https://linkedin.com/in/fatima-miller-246,https://fatimamiller246.com,,V6B,Frankrijk,Delft,Erasmus University Rotterdam,Bèta & Techniek,bezig met bachelors,Yes
2025-11-29 13:22:33,brown.l247@example.com,Liv Brown,Meta,Risk Manager,https://linkedin.com/in/liv-brown-247,,,V6A,Frankrijk,Den Haag,Delft University of Technology,Computer Science,bezig met bachelors,Yes
2024-11-29 09:49:06,kok.t248@example.com,Thomas Kok,,Founder,https://linkedin.com/in/thomas-kok-248,,Creative problem-solver working as founder at a leading organization. Graduated from University of Twente in 2024.,V6C,Frankrijk,Eindhoven,University of Twente,Gezondheidszorg & Geneeskunde,bezig met bachelors,No
2026-08-24 04:22:39,mila249@example.com,Mila Groen,Capgemini,Security Engineer,https://linkedin.com/in/mila-groen-249,,,V6C,Duitsland,Delft,Delft University of Technology,Talen & Cultuur,Afgestudeert vwo/havo,No
2025-02-26 06:05:03,laraw250@example.com,Lara White,,Cloud Architect,,,,V6C,Engeland,Amsterdam,Eindhoven University of Technology,Bèta & Techniek,bezig met bachelors,No
2024-03-12 09:56:36,isabellad251@example.com,Isabella De Groot,Antea Group,Social Media Manager,,,"Experienced social media manager dedicated to reducing environmental impact. Alumni of Leiden University, class of 2024.",V6B,Duitsland,Twente,Leiden University,Computer Science,bezig met masters,No
2022-12-28 19:02:39,elenad252@example.com,Elena De Groot,Deloitte,Account Manager,https://linkedin.com/in/elena-de-groot-252,https://elenadegroot252.com,Alumni from Delft University of Technology specializing in Gezondheidszorg & Geneeskunde. Working as account manager with a passion for empowering teams.,V6B,Frankrijk,Amsterdam,Delft University of Technology,Gezondheidszorg & Geneeskunde,bezig met masters,Yes
2026-09-28 22:18:59,gijsl253@example.com,Gijs Lee,Achmea,Systems Administrator,,,Innovative thinker and systems administrator with a track record in quantitative analysis. Alumni of Leiden University.,V6B,Engeland,Eindhoven,Leiden University,Bèta & Techniek,bezig met bachelors,Yes
2025-10-22 11:48:25,amy254@example.com,Amy Perez,,Journalist,,,Results-oriented journalist with 2 years of experience in renewable energy. Based in Delft.,V6B,Engeland,Delft,Erasmus University Rotterdam,Gezondheidszorg & Geneeskunde,Afgestudeert vwo/havo,Yes
2023-10-05 15:42:17,williams.o255@example.com,Omar Williams,SpaceX,,https://linkedin.com/in/omar-williams-255,,Creative problem-solver working as professional at SpaceX. Graduated from Eindhoven University of Technology in 2023.,V6C,Duitsland,Den Haag,Eindhoven University of Technology,Bèta & Techniek,bezig met bachelors,No
2025-04-16 16:28:26,jamesm256@example.com,James Mol,Dura Vermeer,CEO,,,"Ambitious ceo focused on building scalable systems. Former student at Leiden University, now making an impact at Dura Vermeer.",V6A,Verenigde Staten,Den Haag,Leiden University,Economie & Business,bezig met masters,No
2024-11-01 03:29:27,zoe.smit257@example.com,Zoe Smit,Deloitte,Civil Engineer,,,Results-oriented civil engineer with 4 years of experience in operations management. Based in Den Haag.,V6A,Nederland,Den Haag,Delft University of Technology,Talen & Cultuur,Afgestudeert vwo/havo,No
2026-06-22 00:41:42,thijsd258@example.com,Thijs De Groot,Uber,Account Manager,https://linkedin.com/in/thijs-de-groot-258,,,V6B,Engeland,Amsterdam,Delft University of Technology,Computer Science,Afgestudeert vwo/havo,No
2024-09-04 23:26:16,jacobs.o259@example.com,Oliver Jacobs,Capgemini,Lawyer,https://linkedin.com/in/oliver-jacobs-259,,,V6B,Duitsland,Den Haag,University of Twente,Computer Science,Afgestudeert vwo/havo,Yes
2025-09-26 06:16:11,dylans260@example.com,Dylan Smit,,Portfolio Manager,https://linkedin.com/in/dylan-smit-260,,Innovative thinker and portfolio manager with a track record in digital transformation. Alumni of Eindhoven University of Technology.,V6B,Frankrijk,Amsterdam,Eindhoven University of Technology,Rechten,Afgestudeert vwo/havo,Yes
2025-05-04 00:13:35,verhoeven.s261@example.com,Saar Verhoeven,Google,,,,,V6A,Duitsland,Den Haag,University of Twente,Bèta & Techniek,Afgestudeert vwo/havo,Yes
2024-06-30 21:45:18,noah262@example.com,Noah De Haan,Ballast Nedam,,https://linkedin.com/in/noah-de-haan-262,,,V6B,Frankrijk,Twente,Erasmus University Rotterdam,Bèta & Techniek,Afgestudeert vwo/havo,No
2026-04-03 17:39:07,boazh263@example.com,Boaz Hernandez,NN Group,Architect,https://linkedin.com/in/boaz-hernandez-263,,,V6C,Frankrijk,Twente,University of Twente,Rechten,Afgestudeert vwo/havo,No
2022-02-20 09:35:01,rodriguez.l264@example.com,Lucas Rodriguez,Startup,,https://linkedin.com/in/lucas-rodriguez-264,,,V6B,Duitsland,Amsterdam,Delft University of Technology,Bèta & Techniek,bezig met masters,Yes
2022-12-24 16:40:13,oliver.jacobs265@example.com,Oliver Jacobs,Capgemini,Logistics Coordinator,,,,V6C,Frankrijk,Delft,Delft University of Technology,Gezondheidszorg & Geneeskunde,Afgestudeert vwo/havo,Yes
2026-01-31 06:24:37,degroot.n266@example.com,Niels De Groot,,Associate,,,Detail-oriented professional with a background in Bèta & Techniek. Currently associate at a leading organization.,V6B,Nederland,Eindhoven,Leiden University,Bèta & Techniek,Afgestudeert vwo/havo,Yes
2026-03-06 18:46:31,oscarv267@example.com,Oscar Van der Pol,Heijmans,Pharmacist,https://linkedin.com/in/oscar-van-der-pol-267,,Detail-oriented professional with a background in Computer Science. Currently pharmacist at Heijmans.,V6C,Nederland,Eindhoven,Leiden University,Computer Science,bezig met bachelors,No
2025-03-25 01:57:17,verhoeven.a268@example.com,Ali Verhoeven,,,https://linkedin.com/in/ali-verhoeven-268,,,V6B,Engeland,Twente,University of Twente,Gezondheidszorg & Geneeskunde,bezig met masters,Yes
2024-03-27 04:08:02,tygo269@example.com,Tygo Smits,,Quality Assurance,https://linkedin.com/in/tygo-smits-269,https://tygosmits269.com,,V6B,Frankrijk,Amsterdam,Vrije University Amsterdam,Rechten,bezig met bachelors,Yes
2026-04-08 00:50:06,ruben270@example.com,Ruben Van den Berg,,Intern,,,,V6A,Engeland,Delft,Erasmus University Rotterdam,Rechten,bezig met bachelors,No
2022-11-10 22:17:08,bos.t271@example.com,Tim Bos,Randstad,,,,Recent graduate from Delft University of Technology with a degree in Bèta & Techniek. Now working as professional at Randstad.,V6A,Engeland,Eindhoven,Delft University of Technology,Bèta & Techniek,bezig met masters,No
2025-02-28 02:11:12,elin.vandermark272@example.com,Elin Van der Mark,,,,,,V6C,Engeland,Amsterdam,Leiden University,Bèta & Techniek,Afgestudeert vwo/havo,No
2024-07-03 19:17:12,fatimav273@example.com,Fatima Van Veen,Uber,,,,Passionate professional with a strong background in biomedical research. Currently working at Uber where I focus on driving data-driven decisions.,V6A,Verenigde Staten,Twente,Leiden University,Talen & Cultuur,Afgestudeert vwo/havo,Yes
2023-04-14 09:41:45,jones.y274@example.com,Yara Jones,,Chemical Engineer,https://linkedin.com/in/yara-jones-274,,Results-oriented chemical engineer with 2 years of experience in cloud computing. Based in Den Haag.,V6B,Frankrijk,Den Haag,Vrije University Amsterdam,Bèta & Techniek,bezig met masters,Yes
2026-04-01 16:16:50,sven275@example.com,Sven Van der Wal,Microsoft,UX Designer,,,,V6B,Frankrijk,Twente,Vrije University Amsterdam,Rechten,bezig met bachelors,Yes
2025-05-09 21:18:54,roos.kok276@example.com,Roos Kok,KLM,,,,,V6B,Nederland,Delft,University of Twente,Economie & Business,bezig met bachelors,No
2024-01-24 08:15:58,oscarg277@example.com,Oscar Groen,Strukton,,,https://oscargroen277.com,,V6C,Nederland,Twente,Vrije University Amsterdam,Computer Science,bezig met masters,Yes
2026-07-17 11:56:21,fatima278@example.com,Fatima Martin,Philips,Urban Planner,,,Recent graduate from Leiden University with a degree in Computer Science. Now working as urban planner at Philips.,V6B,Nederland,Amsterdam,Leiden University,Computer Science,bezig met bachelors,Yes
2025-04-02 17:35:16,jacobs.l279@example.com,Liv Jacobs,ING Groep,COO,https://linkedin.com/in/liv-jacobs-279,,Detail-oriented professional with a background in Computer Science. Currently coo at ING Groep.,V6C,Verenigde Staten,Amsterdam,Leiden University,Computer Science,bezig met bachelors,No
2023-03-01 07:43:31,milou280@example.com,Milou Van Dijk,Google,,,https://milouvandijk280.com,,V6B,Frankrijk,Eindhoven,University of Twente,Computer Science,Afgestudeert vwo/havo,No
2024-12-19 00:30:48,eva281@example.com,Eva Moore,KPMG,Chemical Engineer,https://linkedin.com/in/eva-moore-281,,"Experienced chemical engineer dedicated to driving data-driven decisions. Alumni of University of Twente, class of 2024.",V6A,Verenigde Staten,Delft,University of Twente,Computer Science,bezig met masters,Yes
2023-03-14 23:40:05,lynn.rodriguez282@example.com,Lynn Rodriguez,ABN AMRO,,,,,V6B,Engeland,Delft,Eindhoven University of Technology,Computer Science,bezig met masters,No
2023-05-31 11:23:29,liv283@example.com,Liv Van Dijk,BAM Groep,Journalist,,,"Experienced journalist dedicated to enhancing customer satisfaction. Alumni of Vrije University Amsterdam, class of 2023.",V6C,Engeland,Den Haag,Vrije University Amsterdam,Bèta & Techniek,bezig met bachelors,No
2025-12-03 14:55:39,oliver.vanderhorst284@example.com,Oliver Van der Horst,,,https://linkedin.com/in/oliver-van-der-horst-284,,Driven professional with expertise in supply chain optimization. Currently professional at a leading organization.,V6A,Verenigde Staten,Amsterdam,Erasmus University Rotterdam,Talen & Cultuur,bezig met masters,No
2025-07-20 10:38:57,naomi285@example.com,Naomi De Haan,,DevOps Engineer,https://linkedin.com/in/naomi-de-haan-285,,Passionate devops engineer with a strong background in sustainable engineering. Currently working at a leading organization where I focus on pioneering new research.,V6A,Verenigde Staten,Eindhoven,Vrije University Amsterdam,Talen & Cultuur,bezig met masters,Yes
2026-12-14 07:44:28,kevin286@example.com,Kevin Van der Velden,Tesla,Marketing Manager,,,"Experienced marketing manager dedicated to automating workflows. Alumni of University of Twente, class of 2026.",V6B,Engeland,Amsterdam,University of Twente,Bèta & Techniek,Afgestudeert vwo/havo,Yes
2025-02-03 03:06:52,lottev287@example.com,Lotte Van Dijk,Vopak,,https://linkedin.com/in/lotte-van-dijk-287,,Creative problem-solver working as professional at Vopak. Graduated from Delft University of Technology in 2025.,V6C,Verenigde Staten,Amsterdam,Delft University of Technology,Economie & Business,bezig met masters,No
2023-02-21 02:19:51,ava288@example.com,Ava Van Dam,NN Group,Biomedical Engineer,https://linkedin.com/in/ava-van-dam-288,,Passionate biomedical engineer with a strong background in software development. Currently working at NN Group where I focus on pioneering new research.,V6B,Duitsland,Delft,University of Twente,Talen & Cultuur,bezig met bachelors,Yes
2025-08-05 12:43:48,britt.brown289@example.com,Britt Brown,Startup,PhD Candidate,,,Driven professional with expertise in financial modeling. Currently phd candidate at Startup.,V6B,Nederland,Eindhoven,Vrije University Amsterdam,Economie & Business,Afgestudeert vwo/havo,No
2025-09-26 13:22:26,mila290@example.com,Mila White,Unilever,,https://linkedin.com/in/mila-white-290,,Innovative thinker and professional with a track record in educational technology. Alumni of Erasmus University Rotterdam.,V6A,Nederland,Twente,Erasmus University Rotterdam,Rechten,bezig met masters,No
2024-06-09 16:30:11,oliver291@example.com,Oliver Bos,Netflix,,,,,V6A,Duitsland,Twente,Erasmus University Rotterdam,Economie & Business,bezig met masters,No
2025-03-11 20:51:24,charlotte.wilson292@example.com,Charlotte Wilson,Sweco,Machine Learning Engineer,https://linkedin.com/in/charlotte-wilson-292,,Driven professional with expertise in marketing strategy. Currently machine learning engineer at Sweco.,V6C,Duitsland,Den Haag,Vrije University Amsterdam,Bèta & Techniek,bezig met bachelors,No
2022-03-20 03:12:00,vandijk.s293@example.com,Sofia Van Dijk,EY,,https://linkedin.com/in/sofia-van-dijk-293,,Alumni from Leiden University specializing in Gezondheidszorg & Geneeskunde. Working as professional with a passion for empowering teams.,V6B,Engeland,Amsterdam,Leiden University,Gezondheidszorg & Geneeskunde,bezig met masters,Yes
2026-11-06 14:56:58,jens294@example.com,Jens Hernandez,,Security Engineer,https://linkedin.com/in/jens-hernandez-294,,,V6C,Nederland,Den Haag,Erasmus University Rotterdam,Gezondheidszorg & Geneeskunde,bezig met bachelors,No
2025-01-08 06:28:06,ellaj295@example.com,Ella Johnson,,,https://linkedin.com/in/ella-johnson-295,,,V6C,Nederland,Eindhoven,Leiden University,Bèta & Techniek,bezig met masters,No
2026-10-19 20:51:44,maryam296@example.com,Maryam Verbeek,NN Group,UX Designer,https://linkedin.com/in/maryam-verbeek-296,,,V6C,Verenigde Staten,Eindhoven,Vrije University Amsterdam,Talen & Cultuur,Afgestudeert vwo/havo,Yes
2026-10-30 01:31:54,ruben297@example.com,Ruben Bakker,Startup,,https://linkedin.com/in/ruben-bakker-297,,,V6B,Verenigde Staten,Eindhoven,Leiden University,Rechten,Afgestudeert vwo/havo,No
2023-01-15 04:41:39,mia.vanderspoel298@example.com,Mia Van der Spoel,,,https://linkedin.com/in/mia-van-der-spoel-298,,,V6B,Frankrijk,Delft,Leiden University,Rechten,Afgestudeert vwo/havo,Yes
2025-10-28 02:53:52,ava.taylor299@example.com,Ava Taylor,Heineken,Data Analyst,https://linkedin.com/in/ava-taylor-299,,,V6C,Verenigde Staten,Delft,Erasmus University Rotterdam,Rechten,bezig met bachelors,No
